hotelName,stars,roomType,photoLink,seasons,extrabed,contractUntil
Bali Bintang Resort,5,Bintang Bali Villa (3BR),,"{'normal': 9500000, 'high': 9700000, 'peak': nan}",,
Bali Bintang Resort,5,Deluxe Room,,"{'normal': 1500000, 'high': nan, 'peak': 1850000}",1850000,2100000
Bali Bintang Resort,5,Romantic Room,,"{'normal': 1600000, 'high': nan, 'peak': 1950000}",1950000,2200000
Bali Bintang Resort,5,Family Room,,"{'normal': 1800000, 'high': nan, 'peak': 2150000}",2150000,2400000
Bali Bintang Resort,5,Deluxe Suite Room,,"{'normal': 2500000, 'high': nan, 'peak': 2850000}",2850000,3100000
Bali Bintang Resort,5,Baan Lanna Residence (2 BR),,"{'normal': 5500000, 'high': nan, 'peak': 5850000}",5850000,6100000
Bali Bintang Resort,5,Batik Residence (2 BR),,"{'normal': 5500000, 'high': nan, 'peak': 5850000}",5850000,6100000
Bali Bintang Resort,5,Bintang Bali Suite (4BR),,"{'normal': 10500000, 'high': nan, 'peak': 10850000}",10850000,11100000
Bali Bintang Resort,5,Bintang Bali Villa (1BR),,"{'normal': 4500000, 'high': nan, 'peak': 4850000}",4850000,5100000
Bali Bintang Resort,5,Bintang Bali Villa (2BR),,"{'normal': 9000000, 'high': nan, 'peak': 9350000}",9350000,9600000
Bali Bintang Resort,5,Bintang Bali Villa (3BR),,"{'normal': 11500000, 'high': nan, 'peak': 11850000}",11850000,12100000
Aryaduta,5,Superior,,"{'normal': 1500000, 'high': 1800000, 'peak': datetime.datetime(2025, 12, 31, 0, 0)}",,
Aryaduta,5,Deluxe,,"{'normal': 1575000, 'high': 1875000, 'peak': nan}",,
Aryaduta,5,Grand Deluxe,,"{'normal': 1650000, 'high': 1950000, 'peak': nan}",,
Aryaduta,5,Premier,,"{'normal': 1800000, 'high': 2100000, 'peak': nan}",,
Aryaduta,5,Arya Club,,"{'normal': 2175000, 'high': 2475000, 'peak': nan}",,
Aryaduta,5,Family Studio 3A/2A+2C,,"{'normal': 2075000, 'high': 2375000, 'peak': nan}",,
Aryaduta,5,Arya Club Studio,,"{'normal': 2875000, 'high': 3175000, 'peak': nan}",,
Aryaduta,5,Ambassador Suite,,"{'normal': 3175000, 'high': 3475000, 'peak': nan}",,
Aryaduta,5,Family Suite,,"{'normal': 3075000, 'high': 3375000, 'peak': nan}",,
Kuta Paradiso Hotel,5,Deluxe Room,,"{'normal': 950000, 'high': 1100000, 'peak': nan}",,
Kuta Paradiso Hotel,5,Deluxe Pool View,,"{'normal': 1050000, 'high': 1200000, 'peak': nan}",,
Kuta Paradiso Hotel,5,Super Deluxe Pool View,,"{'normal': 1250000, 'high': 1400000, 'peak': nan}",,
Kuta Paradiso Hotel,5,Family Room,,"{'normal': 1700000, 'high': 1850000, 'peak': nan}",,
Nama Resort,Stars,Type Room,,"{'normal': 'Link Additional', 'high': 'Normal Season', 'peak': 'Peak Season'}",3D2N HONEYMOON PACKAGE NORMAL SEASON,Extrabed
Suara Alam Ubud,*****,Paddies Room,,"{'normal': 'https://bit.ly/ListDecorationAgent ', 'high': 850000, 'peak': 1450000}",,
Suara Alam Ubud,*****,Grand Paddies Room,,"{'normal': nan, 'high': 900000, 'peak': 1500000}",,
Suara Alam Ubud,*****,Ubud Room,,"{'normal': nan, 'high': 1300000, 'peak': 1900000}",,
Suara Alam Ubud,*****,Grand Suite with Jungle View,,"{'normal': nan, 'high': 1500000, 'peak': 2100000}",,
Suara Alam Ubud,*****,Jungle Room,,"{'normal': nan, 'high': 1500000, 'peak': 2100000}",,
Visesa Ubud Resort,5,Jungle Suite,,"{'normal': 1830000, 'high': 2300000, 'peak': datetime.datetime(2026, 3, 31, 0, 0)}",,
Visesa Ubud Resort,5,River Valley Suite with Jacuzzi,,"{'normal': 2900000, 'high': 3350000, 'peak': nan}",,
Visesa Ubud Resort,5,One Bedroom Pool Villa,,"{'normal': 3350000, 'high': 4300000, 'peak': nan}",,
Visesa Ubud Resort,5,Two Bedroom Pool Villa,,"{'normal': 4370000, 'high': 5550000, 'peak': nan}",,
Visesa Ubud Resort,5,Two Bedroom Lagoon Infinity Pool Villa,,"{'normal': 5500000, 'high': 6950000, 'peak': nan}",,
Visesa Ubud Resort,5,Two Bedroom Sky Infinity,,"{'normal': 6350000, 'high': 8000000, 'peak': nan}",,
Pramana Watu Kurung,5,Pramana Suite (6 Unit),,"{'normal': 1850000, 'high': 2300000, 'peak': datetime.datetime(2026, 3, 31, 0, 0)}",,
Pramana Watu Kurung,5,Ayung Valley Suite (3 Unit),,"{'normal': 2600000, 'high': 3050000, 'peak': nan}",,
Pramana Watu Kurung,5,Wooden Pool Villa ( 6 Unit),,"{'normal': 3800000, 'high': 4250000, 'peak': nan}",,
Pramana Watu Kurung,5,Artist Pool Villa (11 Unit) ,,"{'normal': 3800000, 'high': 4250000, 'peak': nan}",,
Pramana Watu Kurung,5,Royal Agung Pool Villa ( 2 Unit),,"{'normal': 6100000, 'high': 6550000, 'peak': nan}",,
Bali Dynasty Resort,5,Deluxe Room,,"{'normal': 1730000, 'high': 2020000, 'peak': datetime.datetime(2026, 3, 31, 0, 0)}",,
Bali Dynasty Resort,5,Deluxe Pool View,,"{'normal': 1950000, 'high': 2230000, 'peak': nan}",,
Bali Dynasty Resort,5,Deluxe Family Room,,"{'normal': 2160000, 'high': 2450000, 'peak': nan}",,
Bali Dynasty Resort,5,Deluxe Interconnecting,,"{'normal': 3460000, 'high': 4030000, 'peak': nan}",,
Bali Dynasty Resort,5,Family Garden View,,"{'normal': 2520000, 'high': 2810000, 'peak': nan}",,
Bali Dynasty Resort,5,Family Studio,,"{'normal': 2950000, 'high': 3240000, 'peak': nan}",,
Bali Dynasty Resort,5,Kids Suite,,"{'normal': 3100000, 'high': 3380000, 'peak': nan}",,
Bali Dynasty Resort,5,Family Pool View,,"{'normal': 3600000, 'high': 3890000, 'peak': nan}",,
Bali Dynasty Resort,5,Family Lagoon Pool Access,,"{'normal': 3670000, 'high': 3960000, 'peak': nan}",,
The Kuta Beach Heritage Hotel Managed by ACCOR,5,Classic ,,"{'normal': 1300000, 'high': 1700000, 'peak': '23 December 2025.'}",,
The Kuta Beach Heritage Hotel Managed by ACCOR,5,Deluxe,,"{'normal': 1550000, 'high': 1950000, 'peak': nan}",,
The Kuta Beach Heritage Hotel Managed by ACCOR,5,Deluxe Pool,,"{'normal': 1650000, 'high': 2050000, 'peak': nan}",,
The Kuta Beach Heritage Hotel Managed by ACCOR,5,Executive,,"{'normal': 1650000, 'high': 2050000, 'peak': nan}",,
The Kuta Beach Heritage Hotel Managed by ACCOR,5,Junior Suite,,"{'normal': 2000000, 'high': 2400000, 'peak': nan}",,
The Kuta Beach Heritage Hotel Managed by ACCOR,5,Deluxe Suite,,"{'normal': 2600000, 'high': 3000000, 'peak': nan}",,
Nama Villa,Stars,Type Room,,"{'normal': 'Normal Season', 'high': 'High Season', 'peak': 'Batas Kontrak'}",,
Arkamara Dijiwa Ubud,5,Suite Room,,"{'normal': 1900000, 'high': 2400000, 'peak': '1 Apr 2025 – 31 Oct 2025 '}",,
Arkamara Dijiwa Ubud,5,Akamara Suite Jungle,,"{'normal': 2000000, 'high': 2500000, 'peak': nan}",,
Arkamara Dijiwa Ubud,5,Arkamara Suite Pool Terrace ,,"{'normal': 2150000, 'high': 2650000, 'peak': nan}",,
Arkamara Dijiwa Ubud,5,Suite Room,,"{'normal': 2050000, 'high': 2550000, 'peak': '1 Nov 2025 – 31 Mar 2026'}",,
Arkamara Dijiwa Ubud,5,Akamara Suite Jungle,,"{'normal': 2150000, 'high': 2650000, 'peak': nan}",,
Arkamara Dijiwa Ubud,5,Arkamara Suite Pool Terrace ,,"{'normal': 2350000, 'high': 2850000, 'peak': nan}",,
The Alena Resort,5,Deluxe Room,,"{'normal': 1550000, 'high': 2000000, 'peak': 600000}",3/31/2026 0:00,
The Alena Resort,5,Super Deluxe Room,,"{'normal': 1925000, 'high': 2375000, 'peak': nan}",,
The Alena Resort,5,Luxury Suite Room,,"{'normal': 2475000, 'high': 2925000, 'peak': nan}",,
